"","factions","short_name","fathername","number","region_name","totally","accepted","partly_accepted","rejected","redakciyno_accepted","others","no_conclusion"
"1142","За майбутнє","Сергій Мінько","Анатолійович","2189","Запорізька область",1,0,0,1,0,0,0
"1143","За майбутнє","Сергій Мінько","Анатолійович","2241","Запорізька область",1,1,0,0,0,0,0
"1144","За майбутнє","Сергій Мінько","Анатолійович","2258","Запорізька область",4,0,0,4,0,0,0
"1145","За майбутнє","Сергій Мінько","Анатолійович","2260","Запорізька область",7,0,0,6,1,0,0
"1146","За майбутнє","Сергій Мінько","Анатолійович","2299","Запорізька область",9,0,0,7,2,0,0
"1147","За майбутнє","Сергій Мінько","Анатолійович","2351","Запорізька область",9,2,2,5,0,0,0
"1148","За майбутнє","Сергій Мінько","Анатолійович","2426","Запорізька область",7,2,0,5,0,0,0
"1149","За майбутнє","Сергій Мінько","Анатолійович","2429","Запорізька область",3,0,1,2,0,0,0
"1150","За майбутнє","Сергій Мінько","Анатолійович","2459","Запорізька область",7,3,0,4,0,0,0
"1151","За майбутнє","Сергій Мінько","Анатолійович","2494","Запорізька область",8,4,1,2,1,0,0
"1152","За майбутнє","Сергій Мінько","Анатолійович","2500","Запорізька область",19,4,2,7,6,0,0
"1153","За майбутнє","Сергій Мінько","Анатолійович","2513","Запорізька область",14,3,0,10,1,0,0
"1154","За майбутнє","Сергій Мінько","Анатолійович","2538","Запорізька область",5,3,1,0,1,0,0
"1155","За майбутнє","Сергій Мінько","Анатолійович","2539","Запорізька область",8,8,0,0,0,0,0
"1156","За майбутнє","Сергій Мінько","Анатолійович","2653","Запорізька область",3,0,0,3,0,0,0
"1157","За майбутнє","Сергій Мінько","Анатолійович","3297","Запорізька область",2,0,0,1,1,0,0
"1158","За майбутнє","Сергій Мінько","Анатолійович","3314","Запорізька область",26,12,0,14,0,0,0
"1159","За майбутнє","Сергій Мінько","Анатолійович","3322","Запорізька область",1,1,0,0,0,0,0
"1160","За майбутнє","Сергій Мінько","Анатолійович","3329-д","Запорізька область",9,6,0,3,0,0,0
"1161","За майбутнє","Сергій Мінько","Анатолійович","3354","Запорізька область",4,0,0,3,1,0,0
"1162","За майбутнє","Сергій Мінько","Анатолійович","3355-1","Запорізька область",14,1,4,8,1,0,0
"1163","За майбутнє","Сергій Мінько","Анатолійович","3377","Запорізька область",8,0,0,6,2,0,0
"1164","За майбутнє","Сергій Мінько","Анатолійович","3608","Запорізька область",3,2,0,1,0,0,0
"1165","За майбутнє","Ігор Молоток","Федорович","2144","Сумська область",1,1,0,0,0,0,0
"1166","За майбутнє","Ігор Молоток","Федорович","2283","Сумська область",1,1,0,0,0,0,0
"1167","За майбутнє","Ігор Палиця","Петрович","1208-2","Волинська область",8,1,3,4,0,0,0
"1168","За майбутнє","Ігор Палиця","Петрович","1210","Волинська область",2,2,0,0,0,0,0
"1169","За майбутнє","Ігор Палиця","Петрович","2143-3","Волинська область",11,2,3,6,0,0,0
"1170","За майбутнє","Антон Поляков","Едуардович","1025","Чернігівська область",11,11,0,0,0,0,0
"1171","За майбутнє","Антон Поляков","Едуардович","1029","Чернігівська область",6,1,1,2,1,0,1
"1172","За майбутнє","Антон Поляков","Едуардович","1053-1","Чернігівська область",5,0,0,5,0,0,0
"1173","За майбутнє","Антон Поляков","Едуардович","1073","Чернігівська область",3,0,0,3,0,0,0
"1174","За майбутнє","Антон Поляков","Едуардович","1208-2","Чернігівська область",20,5,1,14,0,0,0
"1175","За майбутнє","Антон Поляков","Едуардович","2237","Чернігівська область",4,2,0,1,1,0,0
"1176","За майбутнє","Антон Поляков","Едуардович","2285-д","Чернігівська область",57,16,7,34,0,0,0
"1177","За майбутнє","Антон Поляков","Едуардович","2426","Чернігівська область",2,0,0,2,0,0,0
"1178","За майбутнє","Антон Поляков","Едуардович","2494","Чернігівська область",2,0,0,2,0,0,0
"1179","За майбутнє","Антон Поляков","Едуардович","2571-д","Чернігівська область",21,19,0,0,2,0,0
"1180","За майбутнє","Антон Поляков","Едуардович","3348","Чернігівська область",5,0,0,5,0,0,0
"1181","За майбутнє","Антон Поляков","Едуардович","3354","Чернігівська область",3,0,0,3,0,0,0
"1182","За майбутнє","Антон Поляков","Едуардович","3608","Чернігівська область",1,0,0,1,0,0,0
"1183","За майбутнє","Сергій Рудик","Ярославович","2178-10","Черкаська область",14,0,0,14,0,0,0
"1184","За майбутнє","Анна Скороход","Костянтинівна","1009","Київська область",2,1,0,1,0,0,0
"1185","За майбутнє","Анна Скороход","Костянтинівна","1010","Київська область",6,1,0,5,0,0,0
"1186","За майбутнє","Анна Скороход","Костянтинівна","1031","Київська область",1,1,0,0,0,0,0
"1187","За майбутнє","Анна Скороход","Костянтинівна","1043","Київська область",2,1,0,1,0,0,0
"1188","За майбутнє","Анна Скороход","Костянтинівна","1059","Київська область",7,0,0,7,0,0,0
"1189","За майбутнє","Анна Скороход","Костянтинівна","1080","Київська область",1,0,0,1,0,0,0
"1190","За майбутнє","Анна Скороход","Костянтинівна","1081","Київська область",7,0,0,7,0,0,0
"1191","За майбутнє","Анна Скороход","Костянтинівна","2178-10","Київська область",20,0,0,20,0,0,0
"1192","За майбутнє","Анна Скороход","Костянтинівна","2239-1","Київська область",77,2,2,71,2,0,0
"1193","За майбутнє","Анна Скороход","Костянтинівна","2285-д","Київська область",57,16,7,34,0,0,0
"1194","За майбутнє","Анна Скороход","Костянтинівна","2490-1","Київська область",3,0,0,3,0,0,0
"1195","За майбутнє","Анатолій Урбанський","Ігорович","1059","Одеська область",6,0,0,6,0,0,0
"1196","За майбутнє","Анатолій Урбанський","Ігорович","2144","Одеська область",11,1,1,9,0,0,0
